id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,availability_365,number_of_reviews,review_scores_rating,reviews_per_month
12594881,Rental unit in Denmark · ★4.95 · 1 bedroom · 1 bed · 1 bath,68158385,Donna & Lloyd,DENMARK,-34.98482,117.34391,Entire rental unit,Entire home/apt,2,1.0,1.0,2,283,131,4.95,1.6
12596230,Villa in Bassendean · ★4.72 · 3 bedrooms · 5 beds · 1 bath,68341196,Carmel,BASSENDEAN,-31.91192,115.93899,Entire villa,Entire home/apt,6,3.0,5.0,2,197,64,4.72,0.79
11442208,Bed and breakfast in Highgate · ★5.0 · 1 bedroom · 1 bed · 1 private bath,55457212,Ken,VINCENT,-31.94102,115.8755,Room in bed and breakfast,Hotel room,2,1.0,1.0,2,24,5,5.0,0.07
12599692,Bungalow in Lancelin · ★4.86 · Studio · 1 bed · 1 bath,34568838,Martina,GINGIN,-31.0258,115.3331,Entire bungalow,Entire home/apt,2,,1.0,2,274,144,4.86,1.83
13100054,Rental unit in West Perth · ★4.62 · 1 bedroom · 1 bed · 1 bath,99804294,Kate,VINCENT,-31.937456,115.848297,Entire rental unit,Entire home/apt,2,1.0,1.0,2,331,145,4.62,1.7
13101115,Townhouse in Gnarabup · ★4.81 · 3 bedrooms · 4 beds · 2.5 baths,43041432,Ben,AUGUSTA-MARGARET RIVER,-33.99198,114.99736,Entire townhouse,Entire home/apt,6,3.0,4.0,2,53,63,4.81,0.74
11462681,Guest suite in West Beach · ★4.76 · 2 bedrooms · 3 beds · 1 bath,60292317,Caroline,ESPERANCE,-33.88155,121.86199,Entire guest suite,Entire home/apt,4,2.0,3.0,2,285,322,4.76,3.68
13108214,Rental unit in Maylands · ★4.69 · 1 bedroom · 1 bed · 1 bath,30151455,Chloe,BAYSWATER,-31.93235,115.8934,Entire rental unit,Entire home/apt,2,1.0,1.0,4,0,80,4.69,1.79
12611512,Cottage in Benger · ★4.81 · 2 bedrooms · 4 beds · 1 bath,68457967,Lisa,HARVEY,-33.14961,115.86904,Entire cottage,Entire home/apt,5,2.0,4.0,2,315,68,4.81,0.79
12618412,Bed and breakfast in Pemberton · ★4.94 · 1 bedroom · 1 bed · 1 private bath,44843350,Geri,MANJIMUP,-34.44348,116.03936,Private room in bed and breakfast,Private room,2,,1.0,2,324,142,4.94,1.66
12631630,Rental unit in Margaret River · ★4.50 · 3 bedrooms · 3 beds · 2.5 baths,17749267,Danni,AUGUSTA-MARGARET RIVER,-33.94788,115.07275,Entire rental unit,Entire home/apt,7,3.0,3.0,2,358,143,4.5,1.65
12631985,Home in Margaret River · ★4.70 · 4 bedrooms · 4 beds · 2 baths,17749267,Danni,AUGUSTA-MARGARET RIVER,-33.95086,115.07814,Entire home,Entire home/apt,6,4.0,4.0,2,321,181,4.7,2.09
13514735,Home in Exmouth · ★4.76 · 4 bedrooms · 6 beds · 2 baths,11168796,Helen,EXMOUTH,-21.9481,114.13527,Entire home,Entire home/apt,8,4.0,6.0,3,237,60,4.76,0.78
13117699,Tent in Broome · ★4.94 · 1 bedroom · 1 bed · 1 private bath,72975397,Lisa,BROOME,-17.81406,122.21743,Private room in tent,Private room,2,1.0,1.0,2,102,18,4.94,0.5
13518173,casa particular in South Fremantle · ★4.93 · 2 bedrooms · 2 beds · 1 bath,77643210,Ancrum,FREMANTLE,-32.06839,115.75434,Casa particular,Entire home/apt,6,2.0,2.0,3,0,29,4.93,0.36
13533206,Home in Broome · ★5.0 · 2 bedrooms · 2 beds · 1 bath,7603677,Felicity,BROOME,-17.96261,122.22776,Entire home,Entire home/apt,4,2.0,2.0,30,207,16,5.0,0.19
13533792,Home in Falcon · ★4.93 · 4 bedrooms · 5 beds · 2 baths,77827149,Liane,MANDURAH,-32.57569,115.67036,Entire home,Entire home/apt,8,4.0,5.0,2,207,94,4.93,1.16
13117997,Home in Gnarabup · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,15168671,Nathalie,AUGUSTA-MARGARET RIVER,-33.99479,114.9958,Entire home,Entire home/apt,4,2.0,2.0,2,0,50,4.9,0.76
12634107,Cottage in West Busselton · ★4.93 · 2 bedrooms · 3 beds · 1.5 baths,68593821,Liz,BUSSELTON,-33.65234,115.3392,Entire cottage,Entire home/apt,5,2.0,3.0,2,178,240,4.93,3.03
13551387,Guesthouse in Siesta Park · ★4.65 · 3 bedrooms · 4 beds · 1.5 baths,34983497,South West Holiday Properties,BUSSELTON,-33.65638,115.22696,Entire guesthouse,Entire home/apt,6,3.0,4.0,2,29,26,4.65,0.38
12636652,Home in Waterford · ★4.58 · 4 bedrooms · 7 beds · 1.5 baths,53374893,Rita,SOUTH PERTH,-32.01223,115.89597,Entire home,Entire home/apt,7,4.0,7.0,5,217,45,4.58,0.53
13131103,Townhouse in East Fremantle · ★4.78 · 2 bedrooms · 2 beds · 1.5 baths,72772275,Rick,EAST FREMANTLE,-32.038,115.76269,Entire townhouse,Entire home/apt,4,2.0,2.0,2,3,330,4.78,3.84
13605560,Rental unit in Cottesloe · ★5.0 · 3 bedrooms · 2 beds · 1 bath,54296448,Susie,COTTESLOE,-32.00462,115.7554,Entire rental unit,Entire home/apt,6,3.0,2.0,7,65,3,5.0,0.04
13148204,Home in Mount Claremont · ★4.85 · 1 bedroom · 1 bed · 1 private bath,73336524,Dis,NEDLANDS,-31.9672,115.78822,Private room in home,Private room,2,,1.0,2,90,48,4.85,0.59
13155662,Home in Busselton · ★4.77 · 4 bedrooms · 5 beds · 1 bath,73432993,Nick,BUSSELTON,-33.64207,115.36232,Entire home,Entire home/apt,6,4.0,5.0,3,2,27,4.77,0.33
13157416,Rental unit in Perth · ★4.76 · 1 bedroom · 1 bed · 1 bath,35603747,Lara & Will,PERTH,-31.95136,115.85667,Entire rental unit,Entire home/apt,2,1.0,1.0,18,100,86,4.76,1.0
13158086,Home in Geographe · ★4.87 · 3 bedrooms · 5 beds · 3 baths,15360130,Davinia,BUSSELTON,-33.62987,115.39266,Entire home,Entire home/apt,6,3.0,5.0,2,191,128,4.87,1.52
12655537,Home in Doubleview · ★4.63 · 4 bedrooms · 6 beds · 2 baths,68751139,Rory,STIRLING,-31.89225,115.77714,Entire home,Entire home/apt,8,4.0,6.0,7,306,35,4.63,0.43
12656095,Bed and breakfast in Northcliffe · ★4.87 · 1 bedroom · 2 beds · 1 shared bath,23755126,Pippa,MANJIMUP,-34.64426,116.12044,Private room in bed and breakfast,Private room,2,,2.0,1,314,30,4.87,0.37
12656663,Rental unit in Como · ★4.33 · 2 bedrooms · 2 beds · 1 bath,20554834,Peter,SOUTH PERTH,-31.99057,115.85601,Entire rental unit,Entire home/apt,3,2.0,2.0,7,326,33,4.33,0.41
13608043,"Chalet in Scotsdale, Denmark · 3 bedrooms · 6 beds · 1 bath",78004616,Warren,DENMARK,-34.91153,117.26731,Entire chalet,Entire home/apt,8,3.0,6.0,3,1,1,5.0,0.02
12657361,Bungalow in Mosman Park · ★4.57 · 1 bedroom · 2 beds · 2 shared baths,27003366,Kirstie,MOSMAN PARK,-32.01489,115.76052,Private room in bungalow,Private room,3,,2.0,5,0,21,4.57,0.38
13625513,Rental unit in Fremantle · ★4.81 · 1 bedroom · 1 bed · 1 bath,19623916,Caroline,FREMANTLE,-32.05389,115.74992,Entire rental unit,Entire home/apt,2,1.0,1.0,2,75,160,4.81,1.94
12659981,Home in Padbury · ★4.81 · 1 bedroom · 1 bed · 1 private bath,68647679,Stephanie,JOONDALUP,-31.79874,115.75796,Private room in home,Private room,2,,1.0,3,270,68,4.81,0.8
13160664,Bed and breakfast in East Fremantle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,12136226,Janice,EAST FREMANTLE,-32.03422,115.77132,Private room in bed and breakfast,Private room,2,,1.0,2,91,49,5.0,0.6
12663754,Guesthouse in Maylands · ★4.97 · 2 bedrooms · 3 beds · 1 bath,68803206,Patricia,STIRLING,-31.92525,115.88683,Entire guesthouse,Entire home/apt,4,2.0,3.0,3,107,112,4.97,1.29
13631326,Home in Moorine Rock · ★4.98 · 3 bedrooms · 5 beds · 1.5 baths,69352276,Ron,YILGARN,-31.37402,119.11497,Entire home,Entire home/apt,6,3.0,5.0,1,328,84,4.98,1.08
12719324,Home in North Coogee · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,68998141,Jamie,COCKBURN,-32.07992,115.75711,Entire home,Entire home/apt,6,3.0,4.0,5,0,45,4.96,0.56
12721726,Bed and breakfast in Narrogin · ★4.81 · 1 bedroom · 2 beds · 1.5 shared baths,9863042,Lizette,NARROGIN,-32.94085,117.18742,Private room in bed and breakfast,Private room,2,,2.0,1,358,52,4.81,0.63
12738405,Home in Spencers Brook · ★4.61 · 2 bedrooms · 3 beds · 1 bath,69275935,Gaye [Pat],NORTHAM,-31.72428,116.64434,Entire home,Entire home/apt,4,2.0,3.0,1,324,150,4.61,1.87
12739525,Yurt in Denmark · ★4.94 · 1 bedroom · 1 bed · 1 bath,68158385,Donna & Lloyd,DENMARK,-34.98623,117.34408,Yurt,Entire home/apt,2,1.0,1.0,2,294,88,4.94,1.04
12742691,Bed and breakfast in Narrogin · ★4.57 · 1 bedroom · 6 beds · 1.5 baths,9863042,Lizette,NARROGIN,-32.94036,117.18904,Private room in bed and breakfast,Private room,4,,6.0,1,361,7,4.57,0.11
13164378,Guest suite in Esperance · ★4.82 · 1 bedroom · 1 bed · 1 bath,10713958,Eske,ESPERANCE,-33.85967,121.88841,Entire guest suite,Entire home/apt,2,1.0,1.0,2,169,207,4.82,2.42
13642107,Rental unit in Subiaco · ★4.55 · 2 bedrooms · 3 beds · 1 bath,33703497,Annabelle,SUBIACO,-31.9466,115.83112,Entire rental unit,Entire home/apt,4,2.0,3.0,7,229,22,4.55,0.26
13165850,Rental unit in Ferndale · ★4.68 · Studio · 1 bed · 1 bath,73543998,Lisa,CANNING,-32.03539,115.91996,Entire rental unit,Entire home/apt,2,,1.0,2,80,144,4.68,1.82
13177230,Cottage in Fremantle · ★4.82 · 1 bedroom · 1 bed · 1 bath,40000631,Alison,FREMANTLE,-32.06036,115.75446,Entire cottage,Entire home/apt,2,1.0,1.0,3,270,122,4.82,1.47
13642634,Home in Kardinya · 1 bedroom · 1 bed · 1 bath,17351182,Shoma,MELVILLE,-32.06289,115.82037,Private room in home,Private room,2,,1.0,1,0,2,5.0,0.02
13177861,Rental unit in Wonthella · ★4.62 · 1 bedroom · 1 bed · 1 bath,63552481,Denise,GREATER GERALDTON,-28.7627,114.63334,Entire rental unit,Entire home/apt,3,1.0,1.0,1,322,349,4.62,4.07
13195475,Rental unit in Fremantle · ★4.57 · 1 bedroom · 2 beds · 1 bath,16324668,Janet,FREMANTLE,-32.05291,115.74854,Entire rental unit,Entire home/apt,3,1.0,2.0,3,33,420,4.57,4.97
13208948,Rental unit in Gnarabup · ★4.63 · 3 bedrooms · 3 beds · 2 baths,43041432,Ben,AUGUSTA-MARGARET RIVER,-33.99123,114.99743,Entire rental unit,Entire home/apt,6,3.0,3.0,2,285,30,4.63,0.35
13211517,Home in Dunsborough · ★4.75 · 4 bedrooms · 4 beds · 4.5 baths,6219240,Regency Beach,BUSSELTON,-33.60939,115.10545,Entire home,Entire home/apt,8,4.0,4.0,2,63,4,4.75,0.05
12744088,Home in Floreat · 4 bedrooms · 4 beds · 2 baths,69316405,Adrian,CAMBRIDGE,-31.93434,115.80069,Entire home,Entire home/apt,8,4.0,4.0,7,83,2,5.0,0.03
12746172,Bungalow in South Fremantle · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,3161391,Michael,FREMANTLE,-32.06844,115.75729,Entire bungalow,Entire home/apt,4,1.0,1.0,3,360,35,4.69,0.43
12766838,Home in Jurien Bay · ★4.55 · 3 bedrooms · 6 beds · 1 bath,35596572,Sharlene,DANDARAGAN,-30.29807,115.04314,Entire home,Entire home/apt,8,3.0,6.0,2,248,20,4.55,0.23
12767476,Rental unit in Fremantle · ★4.75 · 2 bedrooms · 2 beds · 2 baths,12811987,Donna,FREMANTLE,-32.05549,115.74521,Entire rental unit,Entire home/apt,4,2.0,2.0,2,0,4,4.75,0.05
12784081,Chalet in Cundinup · ★4.89 · 2 bedrooms · 4 beds · 1 bath,69576967,Jane,NANNUP,-33.88578,115.73351,Entire chalet,Entire home/apt,6,2.0,4.0,1,326,64,4.89,0.77
13643995,Rental unit in Cable Beach · ★4.85 · 2 bedrooms · 4 beds · 1 bath,77043265,Peter,BROOME,-17.92937,122.21782,Entire rental unit,Entire home/apt,4,2.0,4.0,3,193,85,4.85,1.0
12784418,Chalet in Cundinup · ★4.84 · 2 bedrooms · 2 beds · 1 bath,69576967,Jane,NANNUP,-33.88654,115.73537,Entire chalet,Entire home/apt,4,2.0,2.0,1,325,89,4.84,1.09
13240541,Home in Margaret River · ★4.90 · 4 bedrooms · 9 beds · 3 baths,74395136,Danielle And Trev,AUGUSTA-MARGARET RIVER,-33.97509,115.00926,Entire home,Entire home/apt,13,4.0,9.0,2,252,146,4.9,1.8
13252814,Rental unit in North Perth · ★4.98 · Studio · 1 bath,30842486,Katie,VINCENT,-31.93225,115.84721,Entire rental unit,Entire home/apt,2,,,3,81,153,4.98,1.79
13646738,Villa in Cable Beach · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,79218619,Hazel,BROOME,-17.93426,122.21402,Entire villa,Entire home/apt,4,2.0,3.0,3,301,90,4.87,1.08
13255611,Cottage in Dawesville · ★4.90 · 2 bedrooms · 2 beds · 1 bath,74583938,Deb,MANDURAH,-32.68688,115.66449,Entire cottage,Entire home/apt,3,2.0,2.0,1,50,163,4.9,2.03
12785394,Cottage in Porongurup · ★4.92 · 2 bedrooms · 4 beds · 2 baths,36506629,Michael,PLANTAGENET,-34.670128,117.900681,Entire cottage,Entire home/apt,5,2.0,4.0,2,309,121,4.92,2.22
14188055,Townhouse in Rockingham · ★4.94 · 3 bedrooms · 3 beds · 2 baths,86005289,Denise,ROCKINGHAM,-32.2627,115.74659,Entire townhouse,Entire home/apt,6,3.0,3.0,3,291,31,4.94,0.41
13658101,Chalet in Kronkup · ★4.80 · 2 bedrooms · 3 beds · 1 bath,31839094,Russell,ALBANY,-35.04262,117.63151,Entire chalet,Entire home/apt,5,2.0,3.0,1,238,98,4.8,1.25
13266487,Condo in South Perth · ★4.81 · 2 bedrooms · 2 beds · 1 bath,74701959,Pippa,SOUTH PERTH,-31.97497,115.87504,Entire condo,Entire home/apt,2,2.0,2.0,90,0,26,4.81,0.31
13661860,Guest suite in Herron · ★4.89 · 2 bedrooms · 1 bed · 1 private bath,79415214,Deborah,MANDURAH,-32.75576,115.66452,Private room in guest suite,Private room,2,2.0,1.0,1,54,9,4.89,0.11
14203633,Home in Yallingup · ★4.89 · 5 bedrooms · 6 beds · 3 baths,86192768,Kate,BUSSELTON,-33.6845,115.0606,Entire home,Entire home/apt,8,5.0,6.0,3,253,45,4.89,0.54
13676837,Home in Castletown · ★4.71 · 3 bedrooms · 4 beds · 1 bath,52999672,Alicia,ESPERANCE,-33.83692,121.90158,Entire home,Entire home/apt,6,3.0,4.0,2,73,222,4.71,2.61
14204161,Home in Bremer Bay · ★4.62 · 4 bedrooms · 5 beds · 1 bath,86199172,Paula & Bryan,JERRAMUNGUP,-34.38784,119.3794,Entire home,Entire home/apt,8,4.0,5.0,2,302,141,4.62,1.71
14205469,Home in Prevelly · ★4.71 · 5 bedrooms · 5 beds · 2 baths,27074418,Team Swell Stays,AUGUSTA-MARGARET RIVER,-33.98494,114.99216,Entire home,Entire home/apt,8,5.0,5.0,2,175,150,4.71,1.79
13267760,Home in Mandurah · ★4.91 · 4 bedrooms · 5 beds · 2 baths,74233833,Felicity,MANDURAH,-32.50323,115.73689,Entire home,Entire home/apt,12,4.0,5.0,1,321,162,4.91,1.97
13269617,Home in Thornlie · 1 bedroom · 2 beds · 1 bath,74755935,Praveen,GOSNELLS,-32.05759,115.96535,Private room in home,Private room,2,,2.0,1,0,2,4.0,0.02
13289709,Guest suite in Bateman · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,47380673,Weidong,MELVILLE,-32.04709,115.8503,Entire guest suite,Entire home/apt,2,1.0,1.0,2,323,94,4.78,1.1
13688468,Guest suite in Margaret River · ★4.94 · 1 bedroom · 1 bed · 1 bath,65171080,Carol,AUGUSTA-MARGARET RIVER,-33.94795,115.08578,Entire guest suite,Entire home/apt,2,1.0,1.0,2,3,250,4.94,2.95
14206452,Home in Bayswater · ★4.86 · 1 bedroom · 1 bed · 1 private bath,68804067,Lynn,BAYSWATER,-31.92688,115.93635,Private room in home,Private room,2,,1.0,1,260,223,4.86,2.67
14213749,Home in Claremont · 4 bedrooms · 4 beds · 3.5 baths,51458662,Suzanne,CLAREMONT,-31.97042,115.78392,Entire home,Entire home/apt,6,4.0,4.0,3,0,1,5.0,0.01
13713801,Guesthouse in Pickering Brook · ★4.93 · 2 bedrooms · 3 beds · 1 bath,80100248,Belinda,KALAMUNDA,-32.0394,116.12402,Entire guesthouse,Entire home/apt,5,2.0,3.0,2,270,165,4.93,1.98
14238971,Chalet in Balingup · ★4.85 · 1 bedroom · 1 bed · 1 bath,86607471,Marsha,DONNYBROOK-BALINGUP,-33.77972,115.97876,Entire chalet,Entire home/apt,2,1.0,1.0,1,189,504,4.85,6.02
14240258,Guest suite in Fremantle · 2 bedrooms · 1 bed · 1 private bath,7467951,David,FREMANTLE,-32.0529,115.75256,Private room in guest suite,Private room,2,,1.0,2,0,1,5.0,0.02
13348264,Home in Kensington · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,41902488,Brian,SOUTH PERTH,-31.98742,115.87586,Private room in home,Private room,2,,1.0,1,24,23,4.96,0.28
13724290,Condo in Perth · ★4.84 · 1 bedroom · 2 beds · 1 bath,16580324,Debra,VINCENT,-31.93942,115.86161,Entire condo,Entire home/apt,2,1.0,2.0,2,267,32,4.84,0.57
13378993,Home in Silver Sands · ★4.86 · 4 bedrooms · 7 beds · 2 baths,76027387,Darryl & Isabel,MANDURAH,-32.49721,115.7406,Entire home,Entire home/apt,10,4.0,7.0,2,98,22,4.86,0.42
13379452,Bungalow in Manning · ★4.79 · 2 bedrooms · 3 beds · 1 bath,13394280,Annette,SOUTH PERTH,-32.01057,115.87242,Entire bungalow,Entire home/apt,5,2.0,3.0,7,195,38,4.79,0.48
14242752,Rental unit in South Perth · ★4.83 · 2 bedrooms · 3 beds · 1 bath,84000929,Chloe,SOUTH PERTH,-31.97473,115.85497,Entire rental unit,Entire home/apt,4,2.0,3.0,4,11,14,4.83,0.17
13753038,Home in Quindalup · ★4.80 · 5 bedrooms · 7 beds · 2 baths,511967,Exclusiveescapes,BUSSELTON,-33.63117,115.1427,Entire home,Entire home/apt,10,5.0,7.0,1,212,51,4.8,0.6
14245025,Villa in Iluka · 1 bedroom · 2 beds · 1 bath,86678885,Andy,JOONDALUP,-31.74205,115.72436,Private room in villa,Private room,2,,2.0,2,0,0,,
14255134,Home in Gnarabup · ★4.92 · 4 bedrooms · 4 beds · 3 baths,27176168,Peter,AUGUSTA-MARGARET RIVER,-33.9878,114.99403,Entire home,Entire home/apt,7,4.0,4.0,2,274,85,4.92,1.01
13380625,Home in Albany · 2 bedrooms · 2 beds · 1.5 baths,6519114,Meggie,ALBANY,-35.01399,117.90253,Entire home,Entire home/apt,6,2.0,2.0,3,0,0,,
13753447,Guesthouse in Heathridge · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,34707589,Nicole,JOONDALUP,-31.75757,115.76001,Entire guesthouse,Entire home/apt,2,1.0,1.0,2,262,55,4.89,0.66
13380923,Home in Beldon · ★4.83 · 3 bedrooms · 3 beds · 1 bath,14418805,Jan,JOONDALUP,-31.77671,115.75768,Entire home,Entire home/apt,5,3.0,3.0,7,140,35,4.83,0.46
13418767,Cabin in Naturaliste · ★4.66 · 2 bedrooms · 2 beds · 2 baths,45047334,Kelly,BUSSELTON,-33.62322,115.07305,Entire cabin,Entire home/apt,6,2.0,2.0,2,102,168,4.66,2.01
14256583,Cottage in Herne Hill · ★4.70 · 2 bedrooms · 2 beds · 1 bath,82401341,Caroline,SWAN,-31.82112,116.02674,Entire cottage,Entire home/apt,4,2.0,2.0,1,114,34,4.7,0.43
14256916,Home in Alfred Cove · ★4.97 · 4 bedrooms · 6 beds · 2.5 baths,86822512,Shirley,MELVILLE,-32.03143,115.81589,Entire home,Entire home/apt,8,4.0,6.0,5,251,34,4.97,0.42
14267409,Guest suite in Prevelly · ★4.83 · 1 bedroom · 1 bed · 1 bath,27176168,Peter,AUGUSTA-MARGARET RIVER,-33.98293,114.99381,Entire guest suite,Entire home/apt,2,1.0,1.0,1,1,122,4.83,1.5
14267922,Guest suite in Rockingham · ★4.82 · 1 bedroom · 1 bed · 1 bath,86964355,Inge,ROCKINGHAM,-32.26987,115.73875,Entire guest suite,Entire home/apt,2,1.0,1.0,1,175,193,4.82,2.32
13756315,Cabin in Woodridge · ★4.84 · 1 bedroom · 3 beds · 1 bath,80635931,Nicola,GINGIN,-31.34583,115.59313,Entire cabin,Entire home/apt,5,1.0,3.0,1,311,170,4.84,2.04
14268790,Home in Quindalup · ★4.82 · 3 bedrooms · 6 beds · 1.5 baths,34983497,South West Holiday Properties,BUSSELTON,-33.62745,115.12724,Entire home,Entire home/apt,6,3.0,6.0,2,308,77,4.82,0.94
14304397,Home in Dunsborough · ★4.54 · 3 bedrooms · 4 beds · 2.5 baths,87400295,Kate,BUSSELTON,-33.62823,115.12238,Entire home,Entire home/apt,6,3.0,4.0,2,75,194,4.54,2.31
13419491,Home in Margaret River · ★4.89 · 4 bedrooms · 8 beds · 2 baths,61954771,Aisling,AUGUSTA-MARGARET RIVER,-33.94828,115.05358,Entire home,Entire home/apt,12,4.0,8.0,3,54,10,4.89,0.16
13759764,Cottage in Hyden · ★4.71 · 3 bedrooms · 4 beds · 1 bath,80668501,Wave Rock,KONDININ,-32.44945466,118.86312144,Entire cottage,Entire home/apt,6,3.0,4.0,1,224,490,4.71,5.81
13437936,Tent in Pemberton · ★4.85 · 1 bedroom · 4 beds · Half-bath,55739554,Toni,MANJIMUP,-34.50818,115.94478,Tent,Entire home/apt,4,1.0,4.0,2,266,34,4.85,0.43
14304975,Home in Wilyabrup · ★4.86 · 5 bedrooms · 5 beds · 4.5 baths,39887389,Carolyn,BUSSELTON,-33.79486,115.02067,Entire home,Entire home/apt,11,5.0,5.0,2,247,98,4.86,1.2
13771979,Home in Redcliffe · ★4.58 · 2 bedrooms · 3 beds · 1.5 baths,80823572,Chris,BELMONT,-31.93911,115.94089,Entire home,Entire home/apt,5,2.0,3.0,4,115,137,4.58,1.74
14330347,Home in Margaret River · ★4.78 · 3 bedrooms · 4 beds · 1.5 baths,17382542,Miriam,AUGUSTA-MARGARET RIVER,-33.95237,115.08109,Entire home,Entire home/apt,6,3.0,4.0,1,76,322,4.78,3.92
14341055,Guest suite in Dunsborough · ★4.94 · 1 bedroom · 1 bed · 1 private bath,84796377,Pete,BUSSELTON,-33.60356,115.09877,Private room in guest suite,Private room,2,1.0,1.0,2,275,721,4.94,8.84
13774665,Rental unit in Mount Lawley · ★4.81 · 1 bedroom · 1 bed · 1 bath,51869423,Sharman,VINCENT,-31.93066,115.86492,Entire rental unit,Entire home/apt,2,1.0,1.0,2,228,120,4.81,1.46
14341926,Vacation home in Herne Hill · ★4.78 · 2 bedrooms · 2 beds · 1 bath,82401341,Caroline,SWAN,-31.82112,116.02674,Entire vacation home,Entire home/apt,4,2.0,2.0,1,112,41,4.78,0.5
13454163,Home in Peppermint Grove Beach · ★4.91 · 3 bedrooms · 4 beds · 2.5 baths,76743331,Jen,CAPEL,-33.52102,115.51049,Entire home,Entire home/apt,6,3.0,4.0,2,270,107,4.91,1.36
13458680,Home in Gracetown · ★4.80 · 3 bedrooms · 4 beds · 1.5 baths,48816624,Phoebe,AUGUSTA-MARGARET RIVER,-33.86451,114.98642,Entire home,Entire home/apt,6,3.0,4.0,3,76,51,4.8,0.7
13480761,Rental unit in Perth · ★4.67 · 1 bedroom · 1 bed · 1 bath,22525541,Shelley,PERTH,-31.955477,115.848213,Entire rental unit,Entire home/apt,2,1.0,1.0,5,271,15,4.67,0.18
13791966,Chalet in Broadwater · 2 bedrooms · 2 beds · 1 bath,81052013,Mandalay Holiday Resort,BUSSELTON,-33.65752,115.29748,Entire chalet,Entire home/apt,5,2.0,2.0,2,211,2,4.5,0.03
13481677,Home in Perth · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,28736476,Louise,VINCENT,-31.94446,115.87375,Private room in home,Private room,1,,1.0,2,0,155,4.95,1.84
14343511,Home in Canning Vale · 1 bedroom · 1 bed · 1.5 shared baths,83219226,Audie,GOSNELLS,-32.08073,115.93789,Private room in home,Private room,2,,1.0,1,0,2,5.0,0.05
14344791,Home in West Perth · ★4.71 · 1 bedroom · 1 bed · 1 bath,4970928,Louise & Jenny,VINCENT,-31.94045,115.85188,Entire home,Entire home/apt,2,1.0,1.0,2,46,239,4.71,2.86
13807913,Home in Haynes · ★4.61 · 1 bedroom · 2 beds · 1 shared bath,29543306,Ritu Tejbir,ARMADALE,-32.15881,115.99112,Private room in home,Private room,1,,2.0,3,328,28,4.61,0.36
13808390,Guesthouse in Salter Point · ★4.92 · 1 bedroom · 1 bed · 1 bath,4236851,Jane,SOUTH PERTH,-32.02305,115.87187,Entire guesthouse,Entire home/apt,2,1.0,1.0,3,41,170,4.92,2.51
